"q_id","combined"
"cf0252e7","<en> What is the song that has been number one the longest?  <ar> ما هي الأغنية التي احتلَّت المرتبة الأولى لأطول فترة زمنية؟  <de> Welches ist das Lied, das am längsten auf Platz 1 steht?  <es> ¿Qué canción ha sido número 1 más veces?  <fr> Quelle chanson est restée le plus longtemps à la première place des hits ?  <it> Quale canzone è rimasta più a lungo in al 1mo posto in classifica?  <ja> ナンバーワンである時期が最も長かった楽曲は何か？"
"cef01d78","<en> Did T.Rex have number one hits in the UK?  <ar> هل حصلت الفرقة الموسيقية ""تي ريكس"" على المركز الأول في عدد مرات الاستماع في المملكة المتحدة؟  <de> Hatte T.Rex Nummer-Eins-Hits im Vereinigten Königreich?  <es> ¿Tuvo T. Rex algún número 1 en el Reino Unido?  <fr> T. Rex a-t-il été classé numéro 1 au Royaume-Uni ?  <it> I T. Rex ha mai avuto successi al primo posto in classifica nel Regno Unito?  <ja> T.rexはイギリスで1位を獲得したことはありますか？"
"f50b5bd7","<en> Did the Philadelphia Phillies win the World Series before 1990?  <ar> هل فاز فيلادلفيا فيليز بالبطولة العالمية قبل 1990؟  <de> Haben die Philadelphia Philies vor 1990 die World Series gewonnen?  <es> ¿Philadelphia Philies ganó la serie mundial antes de 1990?  <fr> Les Phillies de Philadelphie ont-ils une édition de Série mondiale à leur actif avant 1990 ?  <it> I Philadelphia Philies hanno vinto la World Series prima del 1990?  <ja> フィラデルフィア・フィリーズは、1990年以前にワールドシリーズで優勝したことがありますか?"
"e0510724","<en> Which country has won more world cups, Brazil or Germany?  <ar> ما هي الدولة التي فازت بكؤوس عالم أكثر، البرازيل أم ألمانيا؟  <de> Welches Land hat mehr Weltmeisterschaften gewonnen, Brasilien oder Deutschland?  <es> ¿Qué país ha ganado más copas mundiales: Brasil o Alemania?  <fr> Quel pays a le plus gagné de coupes du monde, le Brésil ou l’Allemagne ?  <it> Quale paese ha vinto più coppe del mondo, il Brasile o la Germania?  <ja> ""ブラジルとドイツとで、ワールドカップで優勝した回数が多いのはどちらですか？"""
"9e966d9e","<en> How many times has Germany won the men's World Cup?  <ar> كم عدد المرات التي حقق فيها المنتخب الألماني كأس العالم؟  <de> Wie oft hat Deutschland die Fußballweltmeisterschaft der Männer gewonnen?  <es> ¿Cuántas veces ha ganado Alemania la copa mundial masculina?  <fr> Combien de fois l’Allemagne a-t-elle remporté la Coupe du monde masculine ?  <it> Quante volte la Germania ha vinto la Coppa del mondo maschile?  <ja> メンズワールドカップでドイツは何回優勝した?"
"616f39aa","<en> How many soccer World Cups has Brazil won?  <ar> كم مرة فازت البرازيل بكأس العالم لكرة القدم؟  <de> Wie viele Fußballweltmeisterschaften hat Brasilien gewonnen?  <es> ¿Cuántas copas mundiales de sóccer ha ganado Brasil?  <fr> Combien de fois le Brésil a-t-il remporté la Coupe du monde ?  <it> Quante Coppe del mondo di calcio ha vinto il Brasile?  <ja> サッカーのワールドカップで、ブラジルが優勝した回数は？"
"a82173d6","<en> How many World Cup Football Championships has France won?  <ar> كم عدد بطولات كأس العالم التي حققها المنتخب الفرنسي؟  <de> Wie viele Fußballweltmeisterschaften hat Frankreich gewonnen?  <es> ¿Cuántos mundiales de fútbol ganó Francia?  <fr> Combien de coupes du monde de football la France a-t-elle gagnées ?  <it> Quante Mondiali di calcio ha vinto la Francia?  <ja> フランスはいくつワールドカップのフットボール選手権を獲得していますか？"
"624759b4","<en> How many World Cup Football Championships has Brazil won?  <ar> ما هو عدد بطولات كأس العالم لكرة القدم التي فازت بها البرازيل؟  <de> Wie viele Fußballweltmeisterschaften hat Brasilien gewonnen?  <es> ¿Cuántos campeonatos mundiales de fútbol sóccer ha ganado Brasil?  <fr> Combien de Coupes du monde de football le Brésil a-t-il remportées ?  <it> Quanti mondiali di calcio ha vinto il Brasile?  <ja> サッカーのワールドカップでブラジルが優勝した回数は？"
"66aea708","<en> How many times has Luis Suárez won the European Golden Shoe?  <ar> كم عدد المرات التي حصد فيها ""لويس سواريز"" جائزة الحذاء الذهبي؟  <de> Wie oft hat Luis Suarez schon den Goldenen Schuh Europas gewonnen?  <es> ¿Cuántas veces ha ganado la Bota de Oro europea Luis Suárez?  <fr> Combien de fois Luis Suárez a-t-il remporté le Soulier d’or Européen ?  <it> Quante volte Luis Suarez ha vinto la Scarpa d'oro?  <ja> ルイス・スアレスはヨーロッパ・ゴールデンシュー賞を何回受賞した？"
"2c202d72","<en> How many of Michael Phelps gold medals are not from the Olympic Games?  <ar> كم عدد الميداليات الذهبية التي حققها ""مايكل فيلبس"" خارج مجال الألعاب الأولومبية؟  <de> Wie viele von Michael Phelps Goldmedaillen stammen nicht von den Olympischen Spielen?  <es> ¿Cuántas de las medallas de Oro de Michael Phelps no son de los Juegos Olímpicos?  <fr> Combien de médailles d’or de Michael Phelps ne proviennent pas des Jeux Olympiques ?  <it> Quante medaglie d'oro di Michael Phelps non vengono dai giochi olimpici?  <ja> マイケル・フェルプスはオリンピックゲームからゴルドメダルではないはいくつありますか？"
"75af68f0","<en> In what year did Croatia play France in the FIFA World Cup and not win?  <ar> ما هي السنة التي لعبت فيها كرواتيا مع فرنسا لكنها لم تفز؟  <de> In welchem Jahr spielte Kroatien bei der FIFA-Weltmeisterschaft gegen Frankreich und gewann nicht?  <es> ¿En qué año Croacia jugó contra Francia en la Copa Mundial de la FIFA y no ganó?  <fr> En quelle année la Croatie a joué contre la France en Coupe du Monde de la FIFA et n’a pas gagné ?  <it> In quale anno la Croazia ha giocato con la Francia nella FIFA World Cup senza riportare una vittoria?  <ja> FIFAワルドカップで勝ったなかったクロアチア対フランスが何年ですか？"
"da180721","<en> Which team that had John Stockton and Karl Malone, has not ever won a championship?  <ar> من هو الفريق الذي لعب معه كل من ""جون ستوكسون"" و""كارل مالون""، ولكن من تحقيق الفوز بأي بطولة؟  <de> Welches Team, das John Stockton und Karl Malone hatte, hat keine Meisterschaft gewonnen?  <es> ¿Qué equipo que tenía como miembros a John Stockton y Karl Marlone nunca ha ganado un campeonato?  <fr> Quelle équipe dans laquelle jouaient John Stockton et Karl Malone, n’a jamais gagné de championnat ?  <it> Quale squadra, che ha avuto John Stockton e Karl Malone, non ha mai vinto un campionato?  <ja> ""ジョン・ストックトンとカール・マローンが在籍したチームで一度も優勝できなかったチームは？"""
"85588ff9","<en> In which basketball team does LeBron James play in 2021 and won the championships of 2020?  <ar> ما هو فريق كرة السلة الذي يلعب به ليبرون جيمس في 2021 وفاز ببطولة 2020؟  <de> In welchem Basketballteam spielt LeBron im Jahr 2021 und gewann die Meisterschaften von 2020?  <es> ¿En qué equipo de basquetbol juega LeBron James en 2021 y ganó el campeonato en 2020?  <fr> Dans quelle équipe qui a remporté les championnats de 2020 LeBron James joue-t-il en 2021 ?  <it> In quale squadra LeBron James ha giocato nel 2021 e ha vinto il campionato nel 2020?  <ja> どちらのバスケットボール・チームでレブロン・ジェームズが2021年プレーするのでしょうか？また、どちらのバスケットボール・チームが202"
"91639013","<en> Which member of the U.S. women's gymnastics team took home 5 medals at the Beijing Olympics and was born in Moscow, Russia?  <ar> من هي عضو الفريق الأمريكي الأوليمبي لجمباز السيدات التي حصلت على 5 ميدليات في أولمبياد بكين ووُلدت في موسكو، روسيا؟  <de> Welches Mitglied des US- Damenturnteams wurde im russichen Moskau geboren und gewann fünf Medaillen bei den Olympischen Spielen in Beijing?  <es> ¿Qué miembro del Equipo de los EE. UU. de Gimnasia Femenina se llevó a casa 5 medallas en las Olimpiadas de Pekín y nació en Moscú, Rusia?  <fr> Quel membre de l’équipe féminine de gymnastique des États-Unis ayant remporté 5 médailles aux Jeux olympiques de Pékin est née à Moscou, en Russie ?  <it> Quale membro della squadra americana di ginnastica femminile statunitense ha portato a casa 5 medaglie alle Olimpiadi di Beijing ed è nata a Mosca, in Russia?  <ja> ""米国のどのメンバーがロシアのモスクワに生まれて、ペキン五輪に女子体操チームで5種目のメダルを持って帰りましたか？"""
"7f2ffe2e","<en> Which country does not allow women to participate in martial arts and other organized sports?  <ar> من هي الدولة التي لا تسمح للنساء المشاركة في رياضات الفنون القتالية أو أي نوع آخر من الرياضات؟  <de> In welchem Land ist es Frauen nicht erlaubt, an Kampfsportarten und anderen organisierten Sportarten teilzunehmen?  <es> ¿Qué país no le permite a las mujeres participar en artes marciales y en otros deportes organizados?  <fr> Quel pays ne permet pas aux femmes de participer aux arts martiaux et autres sports organisés ?  <it> In quale paese alle donne non è consentito partecipare alle arti marziali e ad altri sport organizzati?  <ja> どの国は女の人を武道及びスポーツに参加させないですか？"
"2af2f393","<en> Which athlete was also a singer?  <ar> من هو الرياضي الذي كان مغنياً أيضاً؟  <de> Welcher Sportler war auch ein Sänger?  <es> ¿Qué atleta también era cantante?  <fr> Quel athlète était également chanteur ?  <it> Quale atleta era anche un cantante?  <ja> 歌手としてもアスリートは誰ですか？"
"1bee86b8","<en> Which athlete was a basketball and baseball player?  <ar> أي رياضي كان لاعب كرة سلة وبيسبول؟  <de> Welcher Sportler war ein Basketball- und Baseballspieler?  <es> ¿Qué atleta fue jugador de baloncesto y béisbol?  <fr> Quel athlète était basketteur et joueur de baseball ?  <it> Quale atleta è stato un giocatore di basket e di baseball?  <ja> 野球もバスケットボールもアスリートだれですか？"
"c8bc3cee","<en> Which football player plays for Liverpool and also plays for Egypt?  <ar> أي لاعب كرة قدم يلعب لليفربول ويلعب أيضاً لمصر؟  <de> Welcher Fußballspieler spielt für Liverpool und spielt auch für Ägypten?  <es> ¿Qué jugador de fútbol juega para el Liverpool y también juega en Egipto?  <fr> Quel footballeur joue au Liverpool, mais aussi pour l’Égypte ?  <it> Quale giocatore gioca per il Liverpool e anche per l'Egitto?  <ja> リヴァプールにもエジプトにもプレーしているのはどのフットボール選手ですか？"
"efa5d49c","<en> Which team has the most championships in North American sports and plays in Bronx, New York?  <ar> أي فريق لديه أكبر عدد من البطولات في رياضات أمريكا الشمالية ويلعب في برونكس، نيويورك؟  <de> Welches Team hat die meisten Meisterschaften im nordamerikanischen Sport und spielt in der Bronx, New York?  <es> ¿Qué equipo cuenta con más campeonatos en deportes norteamericanos y juega en el Bronx, Nueva York?  <fr> Quelle équipe d’Amérique du Nord a le plus de championnats à son actif tous sports confondus et joue au Bronx, à New York ?  <it> Quale squadra ha vinto più campionati negli sport in Nord America e gioca nel Bronx, New York?  <ja> ""北アメリカスポーツで多くの優勝されたブロンクスでプレーしていて、どのチームですか？"""
"6ec5541b","<en> When did France win its first soccer World Cup trophy?  <ar> متى فازت فرنسا بأول كأس عالم لكرة القدم؟  <de> Wann hat Frankreich seine erste Fußballweltmeisterschaft gewonnen?  <es> ¿Cuándo Francia ganó su primer trofeo de la copa del mundo de fútbol?  <fr> Quand est-ce que la France a remporté sa première Coupe du monde de football ?  <it> Quando la Francia ha vinto la sua prima coppa del mondo di calcio?  <ja> フランスが最初にサッカーワールドカップで優勝トロフィーを手にしたのはいつか？"
